timestamp,service,latency_p95,error_rate,cpu,memory,request_rate,restart_count,replica_gap,pod_ready,label
1774685939.2047062,checkoutservice,133.10583632588393,0.031,0.34840463496869695,0.4449030277595338,54.84739599068998,1.0,0,1.0,0
1774685939.2047083,adservice,129.14053867444852,0.031,0.34571968580663054,0.4428471200984208,46.646889621548134,1.0,0,1.0,0
1774685939.2047107,recommendservice,82.08240626659159,0.001,0.2199607258328786,0.39310659449758,51.26771574685573,0.0,0,1.0,0
1774685939.2047124,paymentservice,80.55479562939146,0.001,0.21230891662731663,0.38750498681253986,46.07670933169869,0.0,0,1.0,0
1774685939.2047184,shippingservice,131.86420750663927,0.031,0.3357348334460468,0.44095871182288054,50.7709024462176,1.0,0,1.0,0
1774685939.2047198,emailservice,75.2555311692752,0.001,0.18210564590913977,0.39083305279923597,54.64903379633779,0.0,0,1.0,0
1774685944.2531562,frontend,126.35649869743473,0.031,0.34538379172850414,0.4546585708266416,51.66891976387198,1.0,0,1.0,0
1774685944.2531595,cartservice,128.27743665027313,0.031,0.3328002329200606,0.4497438060447369,50.10840162501645,1.0,0,1.0,0
1774685944.2531614,productcatalog,132.3415249738262,0.031,0.365505919188609,0.4570135443077475,54.6692135132005,1.0,0,1.0,0
1774685944.2531636,currencyservice,134.45245097188567,0.031,0.3483155166443396,0.4588397453669374,46.793207195993915,1.0,0,1.0,0
1774685944.2531652,checkoutservice,134.35669464216426,0.031,0.3371228008672208,0.4675645988253577,50.92291991082912,1.0,0,1.0,0
1774685944.253167,adservice,131.56228978319317,0.031,0.3570663301003484,0.4438560028705868,46.231252331487894,1.0,0,1.0,0
1774685944.253168,recommendservice,82.59629679571141,0.001,0.20751066331420487,0.3836417597017616,52.07638812144882,0.0,0,1.0,0
1774685944.2531698,paymentservice,80.08066275461756,0.001,0.18593020859078788,0.3891224008039016,45.912718047974586,0.0,0,1.0,0
1774685944.253171,shippingservice,128.92417024926223,0.031,0.3669451439732606,0.44763292892867146,48.41766673180094,1.0,0,1.0,0
1774685944.2531724,emailservice,75.56959980790633,0.001,0.18065235198808374,0.4008552920434576,47.898315162520696,0.0,0,1.0,0
1774685949.3005996,frontend,125.13207187502044,0.031,0.33948017675790226,0.4422153255614925,46.96744226864325,1.0,0,1.0,0
1774685949.3006036,cartservice,130.64200588106206,0.031,0.3337846899719765,0.44071710448081103,53.15578644716939,1.0,0,1.0,0
1774685949.3006058,productcatalog,133.1298310968843,0.031,0.3302199715375489,0.4579618638980349,54.76625925935724,1.0,0,1.0,0
1774685949.3006072,currencyservice,129.7362752824203,0.031,0.368366570435071,0.4570767418314614,51.113622186392746,1.0,0,1.0,0
1774685949.300609,checkoutservice,134.6944320833243,0.031,0.3309777386649131,0.43029355423917565,46.3138891770243,1.0,0,1.0,0
1774685949.300611,adservice,125.21069765598858,0.031,0.337700933540139,0.44016143252542095,46.312867705696306,1.0,0,1.0,0
1774685949.3006124,recommendservice,75.98963351556691,0.001,0.19279420272334097,0.4175477632082087,47.119625058912014,0.0,0,1.0,0
1774685949.300614,paymentservice,82.10600007355204,0.001,0.20034384918003934,0.38233926603695295,51.81119297241728,0.0,0,1.0,0
1774685949.3006158,shippingservice,134.6183654816156,0.031,0.3530714504959776,0.4447400745964634,47.46843608690349,1.0,0,1.0,0
1774685949.3006175,emailservice,80.7356762916536,0.001,0.19829943684458254,0.3951511386719056,48.10776146046993,0.0,0,1.0,0
1774685954.3478332,frontend,129.83998263168732,0.031,0.33537229188950823,0.45578328672514945,47.76166331581285,1.0,0,1.0,0
1774685954.3478367,cartservice,125.70727261789882,0.031,0.3589828455505586,0.4351938412822628,50.78838531014972,1.0,0,1.0,0
1774685954.3478398,productcatalog,134.9266829562035,0.031,0.34832183265354794,0.45273437021806107,47.153599524516025,1.0,0,1.0,0
1774685954.3478417,currencyservice,130.8780766366018,0.031,0.35158643916674476,0.4413066298788144,48.0989308781763,1.0,0,1.0,0
1774685954.3478436,checkoutservice,132.30827209665,0.031,0.3432701898797724,0.4576138120784575,46.53837965035385,1.0,0,1.0,0
1774685954.347845,adservice,126.35058176699827,0.031,0.3678234941022732,0.43875674588064845,48.61815951905068,1.0,0,1.0,0
1774685954.3478508,recommendservice,79.34413460998435,0.001,0.219702847207316,0.38053981366349027,50.403814553275105,0.0,0,1.0,0
1774685954.3478522,paymentservice,78.60469814569507,0.001,0.19928408977484957,0.38182362649937,47.71009327380791,0.0,0,1.0,0
1774685954.3478537,shippingservice,126.88022954377564,0.031,0.35362149360880973,0.43793223082063115,45.78904940290275,1.0,0,1.0,0
1774685954.3478549,emailservice,84.15837306781155,0.001,0.213246602773874,0.40887367052818424,49.579718785311776,0.0,0,1.0,0
1774685959.3996427,frontend,125.12299773956703,0.031,0.35082564234836716,0.44032722108211414,54.717723416156204,1.0,0,1.0,0
1774685959.3996465,cartservice,126.9193714177906,0.031,0.35538743846117743,0.4417392306758534,52.18611890190196,1.0,0,1.0,0
1774685959.3996487,productcatalog,130.93267624182968,0.031,0.3510310661282554,0.45812366841288105,51.4390904641343,1.0,0,1.0,0
1774685959.3996506,currencyservice,132.82578571547714,0.031,0.35707695835821746,0.43304304015355316,51.188987048037134,1.0,0,1.0,0
1774685959.3996527,checkoutservice,125.32998225578994,0.031,0.340604585848437,0.44626681278833863,52.69685012636096,1.0,0,1.0,0
1774685959.399655,adservice,130.41108891232815,0.031,0.3491095510617031,0.44816650578988493,48.16474823391816,1.0,0,1.0,0
1774685959.399661,recommendservice,80.07672113908309,0.001,0.1877194822334074,0.3957116297944214,53.31620992970579,0.0,0,1.0,0
1774685959.3996627,paymentservice,78.23430620385878,0.001,0.20898063971483827,0.384693585304806,50.081695688667494,0.0,0,1.0,0
1774685959.3996644,shippingservice,134.79369295085775,0.031,0.3634876776447316,0.4581161407525161,54.36962864128556,1.0,0,1.0,0
1774685959.399666,emailservice,79.55425551950106,0.001,0.20418557457114941,0.41381717206261964,49.283638327971275,0.0,0,1.0,0
1774685964.4480333,frontend,128.13755568344868,0.031,0.36407385021993255,0.46034362809762175,49.27058636074354,1.0,0,1.0,0
1774685964.4480371,cartservice,132.5766970362779,0.031,0.3358823495784863,0.4453747547994648,53.75556015758083,1.0,0,1.0,0
1774685964.4480395,productcatalog,128.32792136969766,0.031,0.3449174934851822,0.457800643129972,51.976592564954466,1.0,0,1.0,0
1774685964.448041,currencyservice,131.06291230803166,0.031,0.33886427395187696,0.46981332377481344,50.9482824124551,1.0,0,1.0,0
1774685964.4480424,checkoutservice,134.76787528628986,0.031,0.3641188004714169,0.4329323191264984,49.748920100968405,1.0,0,1.0,0
1774685964.448044,adservice,125.08807844076865,0.031,0.3649214760868689,0.4365503908336171,50.65492717479726,1.0,0,1.0,0
1774685964.4480495,recommendservice,82.3173010933773,0.001,0.20816592705075895,0.38258427550753094,54.64928095187908,0.0,0,1.0,0
1774685964.4480526,paymentservice,82.33880167545206,0.001,0.1979756226835293,0.4063402710698312,54.24099015878977,0.0,0,1.0,0
1774685964.4480543,shippingservice,132.98162703626772,0.031,0.3674496000436077,0.44490212441343113,53.14130978425592,1.0,0,1.0,0
1774685964.4480555,emailservice,81.20391992942939,0.001,0.1829139741835182,0.40655410572763473,52.43362713713114,0.0,0,1.0,0
1774685969.4979074,frontend,129.13795506148304,0.031,0.3695735005426818,0.45298495620727985,53.45999201295817,1.0,0,1.0,0
1774685969.497913,cartservice,126.7606531314702,0.031,0.3338883375763243,0.4454415107252662,50.92408580365952,1.0,0,1.0,0
1774685969.4979162,productcatalog,133.97454707163627,0.031,0.33812516677692833,0.45845852522852987,53.66687415818153,1.0,0,1.0,0
1774685969.4979184,currencyservice,125.5710315638664,0.031,0.3307000774482303,0.4413030948915071,51.04051435027083,1.0,0,1.0,0
1774685969.4979212,checkoutservice,125.38424908720091,0.031,0.35913288893603196,0.43005567779760695,46.54491140852039,1.0,0,1.0,0
1774685969.4979236,adservice,129.32842146063408,0.031,0.34639319673779384,0.4423327159860072,54.8113520531191,1.0,0,1.0,0
1774685969.4979331,recommendservice,77.73779829761853,0.001,0.1897136134559114,0.4113131607149422,48.420910298736835,0.0,0,1.0,0
1774685969.4979353,paymentservice,77.97126587843975,0.001,0.21200631763726496,0.39332826147484423,48.245983036630655,0.0,0,1.0,0
1774685969.4979377,shippingservice,134.41983394482784,0.031,0.3626725212597572,0.46673767546689565,50.1117443440971,1.0,0,1.0,0
1774685969.49794,emailservice,82.94492846414644,0.001,0.20375602469058457,0.39437709844147617,45.92148155017798,0.0,0,1.0,0
1774685974.5461311,frontend,127.17497236787216,0.031,0.36011632751045264,0.4693946799169335,50.62782041230693,1.0,0,1.0,0
1774685974.5461347,cartservice,131.98294443481925,0.031,0.3303798195036421,0.4601092007867237,45.030151442560836,1.0,0,1.0,0
1774685974.546137,productcatalog,133.9100559902131,0.031,0.34270467739324745,0.45264851466731776,54.104240036642935,1.0,0,1.0,0
1774685974.5461392,currencyservice,127.98598392531176,0.031,0.3309540339491104,0.45894075768195025,50.94650273080862,1.0,0,1.0,0
1774685974.546141,checkoutservice,127.46808336415235,0.031,0.3655969095325424,0.4397741358561206,46.73616317891057,1.0,0,1.0,0
1774685974.5461426,adservice,126.73380619574299,0.031,0.3431183228196652,0.45834578002801596,54.532999106188576,1.0,0,1.0,0
1774685974.5461478,recommendservice,83.2301869169157,0.001,0.20921612141319812,0.394823892527107,52.339953251577796,0.0,0,1.0,0
1774685974.546149,paymentservice,75.02935032889881,0.001,0.18581199281480337,0.3856050950371326,48.5089353718903,0.0,0,1.0,0
1774685974.5461507,shippingservice,129.58911876014554,0.031,0.3495629035292832,0.43917300114376634,45.14170681753218,1.0,0,1.0,0
1774685974.5461519,emailservice,82.37962041140742,0.001,0.1885598068785928,0.38349839129465957,45.874978872119534,0.0,0,1.0,0
1774685979.5955791,frontend,129.39353535192953,0.031,0.3465926078375618,0.4435871086730747,51.412919368106465,1.0,0,1.0,0
1774685979.595583,cartservice,129.8023175449815,0.031,0.3506903357364399,0.4595671251382186,49.84363286436992,1.0,0,1.0,0
1774685979.5955853,productcatalog,134.3317231607712,0.031,0.35999918068033493,0.4576654359306244,51.798498610898555,1.0,0,1.0,0
1774685979.5955873,currencyservice,128.13850689377819,0.031,0.3548402486421136,0.4571133161622044,48.444360993601634,1.0,0,1.0,0
1774685979.5955892,checkoutservice,125.02944523603486,0.031,0.3448544452802435,0.44885223636463667,51.83828545416271,1.0,0,1.0,0
1774685979.595594,adservice,133.40002920164267,0.031,0.3617625607536538,0.43674168638580046,53.403874056664485,1.0,0,1.0,0
1774685979.5955968,recommendservice,79.49467764883605,0.001,0.20398377695278982,0.4044874223055664,47.247490807594566,0.0,0,1.0,0
1774685979.5955982,paymentservice,80.39907621138319,0.001,0.21863065644814014,0.3867926872428861,54.61176769295248,0.0,0,1.0,0
1774685979.5955997,shippingservice,126.8418666816721,0.031,0.3312815391464049,0.46008923136204205,50.63429135825281,1.0,0,1.0,0
1774685979.5956023,emailservice,80.07061957147522,0.001,0.21839872950619366,0.3967383723175102,45.490291319926165,0.0,0,1.0,0
1774685984.6433487,frontend,127.68686291962763,0.031,0.3347972140658471,0.46729916541423294,53.71926112787338,1.0,0,1.0,0
1774685984.643352,cartservice,130.0544156647252,0.031,0.3479694193754717,0.4470188315377369,45.15846949314509,1.0,0,1.0,0
1774685984.6433544,productcatalog,126.39496404457151,0.031,0.34690469615636776,0.4621135249983604,45.09913441302715,1.0,0,1.0,0
1774685984.643356,currencyservice,128.1634485339289,0.031,0.3515090397967429,0.4319628316318176,47.084249615158114,1.0,0,1.0,0
1774685984.6433578,checkoutservice,129.36016142953764,0.031,0.3668674617974827,0.45198020878228506,47.01986218203144,1.0,0,1.0,0
1774685984.6433592,adservice,126.75972627519943,0.031,0.33282206638247763,0.4567617946242368,50.245366556263306,1.0,0,1.0,0
1774685984.643364,recommendservice,83.30785940891097,0.001,0.1887950217776816,0.3986057958655882,51.11100058375911,0.0,0,1.0,0
1774685984.6433654,paymentservice,83.56271448654107,0.001,0.2124263647927289,0.4013580677145976,51.52741449255777,0.0,0,1.0,0
1774685984.6433666,shippingservice,134.80486809171563,0.031,0.3646250699867473,0.44409408559852026,54.6518704882054,1.0,0,1.0,0
1774685984.643368,emailservice,80.86803876327397,0.001,0.21417018562892912,0.39048526007690454,47.443977859905274,0.0,0,1.0,0
1774685989.6923761,frontend,130.3173672735412,0.031,0.36108431200305496,0.4305441076818117,54.47739868577305,1.0,0,1.0,0
1774685989.6923795,cartservice,126.63074024713407,0.031,0.33013100318849176,0.46111438672559457,53.263050404990864,1.0,0,1.0,0
1774685989.6923819,productcatalog,125.42659508952855,0.031,0.3504453520055731,0.434333803347744,45.06837385228945,1.0,0,1.0,0
1774685989.6923838,currencyservice,133.10508001360301,0.031,0.3354569261706729,0.4682125264201746,46.42199307765274,1.0,0,1.0,0
1774685989.6923852,checkoutservice,129.20468329665073,0.031,0.3527819876854242,0.43942999460082754,51.97372091368922,1.0,0,1.0,0
1774685989.6923869,adservice,133.28054328579074,0.031,0.3571618491318091,0.43441500813092165,48.95425592267932,1.0,0,1.0,0
1774685989.6923904,recommendservice,78.43889971648846,0.001,0.21524514209402976,0.3908868650926593,47.85381820740276,0.0,0,1.0,0
1774685989.6923919,paymentservice,77.24241366673752,0.001,0.18060898841733955,0.39839912731510563,51.41382466289076,0.0,0,1.0,0
1774685989.6923933,shippingservice,129.24924287527082,0.031,0.3475975928710793,0.45943585096152106,48.29273293518824,1.0,0,1.0,0
1774685989.6923957,emailservice,83.79198676031707,0.001,0.18951832794363913,0.41769166002595964,49.227605352567416,0.0,0,1.0,0
1774685994.742236,frontend,134.859154621121,0.031,0.33781146816465346,0.45089037667715276,53.28750025935841,1.0,0,1.0,0
1774685994.7422395,cartservice,128.4320083295352,0.031,0.3539486926382127,0.43536075324812235,45.040144233094665,1.0,0,1.0,0
1774685994.7422419,productcatalog,126.7750806626299,0.031,0.3550831473142888,0.4675667954107686,49.742417145842424,1.0,0,1.0,0
1774685994.7422435,currencyservice,126.95823264167029,0.031,0.34162038478948,0.4557365410710275,49.87563595129093,1.0,0,1.0,0
1774685994.7422452,checkoutservice,129.31977943606066,0.031,0.33948525091711257,0.4599408913943339,47.13274835963425,1.0,0,1.0,0
1774685994.7422464,adservice,126.79380930554007,0.031,0.3637889766433997,0.46097744256776096,48.740804463405595,1.0,0,1.0,0
1774685994.7422512,recommendservice,80.76377555190018,0.001,0.21012395064983785,0.4106051341614662,51.47898383111721,0.0,0,1.0,0
1774685994.7422528,paymentservice,80.62960379309048,0.001,0.19412346408084066,0.411394351554224,54.00955292774886,0.0,0,1.0,0
1774685994.7422543,shippingservice,133.8071631531082,0.031,0.3570821312061296,0.44426373240235806,51.97434864950816,1.0,0,1.0,0
1774685994.7422557,emailservice,77.31065450143129,0.001,0.21371703530075511,0.3847101508538541,53.00038073875811,0.0,0,1.0,0
1774685999.7908962,frontend,132.2978024277653,0.031,0.3592540563920864,0.4625186145886272,47.8424672058899,1.0,0,1.0,0
1774685999.7908995,cartservice,126.32561953391367,0.031,0.35938138717760004,0.43321982710440454,49.653414244817675,1.0,0,1.0,0
1774685999.7909017,productcatalog,133.671667521402,0.031,0.3650362080320102,0.45305261411203573,46.568254980952666,1.0,0,1.0,0
1774685999.7909036,currencyservice,130.76663151966892,0.031,0.35892142750227063,0.45310446586565817,50.672566973543745,1.0,0,1.0,0
1774685999.790905,checkoutservice,134.4678729626322,0.031,0.3639102132914653,0.44537792717470887,51.17293691834608,1.0,0,1.0,0
1774685999.7909067,adservice,131.75050137181918,0.031,0.33406013603907353,0.4318992296803338,52.347549880820324,1.0,0,1.0,0
1774685999.790912,recommendservice,77.18002833833472,0.001,0.21086617357861892,0.39123778713366564,50.87824006601458,0.0,0,1.0,0
1774685999.7909136,paymentservice,79.41820837917568,0.001,0.1903911423738895,0.38859595195510477,48.54135496242016,0.0,0,1.0,0
1774685999.7909148,shippingservice,130.89075201800063,0.031,0.36001299712365153,0.4378028217700168,49.84025628899704,1.0,0,1.0,0
1774685999.7909172,emailservice,80.40400409666503,0.001,0.19037293037187863,0.39946089639215265,49.67737823305127,0.0,0,1.0,0
1774686004.838765,frontend,133.99839977332402,0.031,0.3624906959137245,0.4694838064619366,47.142126495385064,1.0,0,1.0,0
1774686004.8387682,cartservice,132.8413790494648,0.031,0.3571243866574621,0.4523182274735819,54.97027365514043,1.0,0,1.0,0
1774686004.8387706,productcatalog,132.64519097980465,0.031,0.33721021517482036,0.4415378252845364,49.260301118351805,1.0,0,1.0,0
1774686004.8387725,currencyservice,133.39408132977724,0.031,0.35913451173738137,0.4550132273248586,50.43854013109358,1.0,0,1.0,0
1774686004.838774,checkoutservice,127.15272818114529,0.031,0.36698204523487404,0.4574615276570315,52.21182316845226,1.0,0,1.0,0
1774686004.8387759,adservice,129.7466148300198,0.031,0.3452786734468841,0.43133567319500243,48.137393005532665,1.0,0,1.0,0
1774686004.8387802,recommendservice,79.15512145634466,0.001,0.196784915314152,0.39972450828637784,53.85943319240674,0.0,0,1.0,0
1774686004.8387816,paymentservice,80.09013513040097,0.001,0.1847171628263303,0.3908850628840598,52.62516450609792,0.0,0,1.0,0
1774686004.8387833,shippingservice,134.91555518323509,0.031,0.3640129005593687,0.4587626573595451,46.07218022931761,1.0,0,1.0,0
1774686004.8387842,emailservice,80.29827318976469,0.001,0.21251859804198628,0.418912758451742,50.95955292862419,0.0,0,1.0,0
1774686009.885339,frontend,133.961598582093,0.031,0.36670936727694287,0.4484895237118611,49.86381211416539,1.0,0,1.0,0
1774686009.8853428,cartservice,133.71924969400627,0.031,0.35479852528725875,0.4477872427976778,51.64761168215256,1.0,0,1.0,0
1774686009.8853452,productcatalog,125.4369243641309,0.031,0.34966681789659904,0.4507461194485367,53.968257627322416,1.0,0,1.0,0
1774686009.8853471,currencyservice,133.14255796221403,0.031,0.3399934616588994,0.43418349525489275,47.65687272083695,1.0,0,1.0,0
1774686009.8853488,checkoutservice,128.83353016808127,0.031,0.3335608000721455,0.4670877660608008,46.19567799452649,1.0,0,1.0,0
1774686009.8853507,adservice,128.6463116621916,0.031,0.35955084439161716,0.4410363864610611,50.06289451268178,1.0,0,1.0,0
1774686009.8853564,recommendservice,75.40525925006945,0.001,0.21673701109715712,0.3973752771064459,53.49635713763443,0.0,0,1.0,0
1774686009.885358,paymentservice,79.94556633016187,0.001,0.19612838368776542,0.40817414961473886,49.35897858317403,0.0,0,1.0,0
1774686009.8853593,shippingservice,127.43225560489478,0.031,0.3553517646377833,0.45360209899077575,52.13990412518193,1.0,0,1.0,0
1774686009.8853607,emailservice,83.13616029840092,0.001,0.19737760408484917,0.40331755779848477,54.518869545254624,0.0,0,1.0,0
1774686014.9327388,frontend,127.45232422849735,0.031,0.3492347513514128,0.4436289714142519,49.144790734882314,1.0,0,1.0,0
1774686014.9327426,cartservice,130.6945853699033,0.031,0.336399051272737,0.4622632426687085,49.56527695130454,1.0,0,1.0,0
1774686014.932745,productcatalog,125.58102617954219,0.031,0.36265314184068825,0.44866919890538853,51.857080214889955,1.0,0,1.0,0
1774686014.9327483,currencyservice,130.79589528110438,0.031,0.367900379896178,0.45417825457130867,48.82269775094326,1.0,0,1.0,0
1774686014.93275,checkoutservice,129.18087995690732,0.031,0.35086625295506196,0.4354877784572349,48.522226593479914,1.0,0,1.0,0
1774686014.932752,adservice,129.5132029573692,0.031,0.3536456129908039,0.45950561918259875,45.585775409006985,1.0,0,1.0,0
1774686014.932756,recommendservice,75.42052434777801,0.001,0.2138352984035551,0.40932507617091857,51.86000671459057,0.0,0,1.0,0
1774686014.9327579,paymentservice,77.3582341330306,0.001,0.20214941392451868,0.41272407040336406,50.66842872292665,0.0,0,1.0,0
1774686014.9327593,shippingservice,132.78409084604476,0.031,0.34598082582892736,0.44933118748949497,50.23846036755901,1.0,0,1.0,0
1774686014.9327607,emailservice,83.04880531098473,0.001,0.1944375326009611,0.4196162741041442,50.944285165678515,0.0,0,1.0,0
1774686019.979639,frontend,127.72022587603252,0.031,0.34833929044384876,0.4381756048296184,46.14651407188257,1.0,0,1.0,0
1774686019.979643,cartservice,132.2703277299138,0.031,0.35664501580914965,0.43609295203850523,46.22060268128007,1.0,0,1.0,0
1774686019.9796453,productcatalog,131.7680459578604,0.031,0.33456244103432337,0.4407731235188313,48.72385345430615,1.0,0,1.0,0
1774686019.979647,currencyservice,131.90264071522418,0.031,0.349499845023183,0.43874412945752866,46.34659692030591,1.0,0,1.0,0
1774686019.9796488,checkoutservice,131.25995258694263,0.031,0.36624386819163346,0.44973514655433094,52.15409201341789,1.0,0,1.0,0
1774686019.9796503,adservice,131.43009756707625,0.031,0.3442388802024329,0.46830786838683064,54.44654050987739,1.0,0,1.0,0
1774686019.979663,recommendservice,80.48419242367297,0.001,0.21742734598438493,0.3834147056648718,54.24111844332634,0.0,0,1.0,0
1774686019.9796646,paymentservice,80.3347197347461,0.001,0.20598126646222087,0.40466671578634367,49.061509153367005,0.0,0,1.0,0
1774686019.9796662,shippingservice,129.0636742171662,0.031,0.342809668694552,0.456857428959261,51.07278874168056,1.0,0,1.0,0
1774686019.9796677,emailservice,80.66831801522542,0.001,0.1924406966238368,0.4089155654412035,50.638766530577634,0.0,0,1.0,0
1774686025.0291471,frontend,133.26890436163836,0.031,0.3389808148694777,0.4346549946238147,50.764665633441425,1.0,0,1.0,0
1774686025.029151,cartservice,128.7296212401181,0.031,0.36684318405558636,0.455773232630804,50.00420960388513,1.0,0,1.0,0
1774686025.0291536,productcatalog,131.93474416444118,0.031,0.36438731961782034,0.44498837075629,45.400840800952395,1.0,0,1.0,0
1774686025.0291553,currencyservice,133.41848937254625,0.031,0.3422660545556343,0.4309812992973147,53.114104690658806,1.0,0,1.0,0
1774686025.0291572,checkoutservice,128.9607673780121,0.031,0.33665113508611855,0.456261562731782,54.019727302910326,1.0,0,1.0,0
1774686025.029159,adservice,132.08283016450503,0.031,0.34202888601344034,0.45944009984941714,52.4433754922912,1.0,0,1.0,0
1774686025.029165,recommendservice,83.21191392887202,0.001,0.21785731305692596,0.4183495599763137,47.170812367196596,0.0,0,1.0,0
1774686025.0291672,paymentservice,83.86090540632235,0.001,0.20980768505960778,0.4095391395105644,53.86321720797602,0.0,0,1.0,0
1774686025.0291686,shippingservice,129.01039109878803,0.031,0.34496192849301205,0.4668462414145961,46.751288850939055,1.0,0,1.0,0
1774686025.02917,emailservice,79.86479632546425,0.001,0.20294501724818986,0.38714813655055,53.712922147222656,0.0,0,1.0,0
1774686030.0756981,frontend,132.76621901364152,0.031,0.36382116917122026,0.4408066149111421,51.61142942535827,1.0,0,1.0,0
1774686030.0757027,cartservice,133.34042784062817,0.031,0.35289182783914136,0.45287189880168593,45.0539987224197,1.0,0,1.0,0
1774686030.075705,productcatalog,131.57699881305905,0.031,0.3330429270178495,0.4303728087412617,48.43388524041975,1.0,0,1.0,0
1774686030.0757072,currencyservice,125.14226878763408,0.031,0.3395660294808198,0.4559978488677765,52.68383681056929,1.0,0,1.0,0
1774686030.0757093,checkoutservice,129.0139787001185,0.031,0.3338650954415497,0.43419863361975736,52.52947215284115,1.0,0,1.0,0
1774686030.0757115,adservice,129.86668970165533,0.031,0.3518960473870022,0.45793945765936955,47.269708314679434,1.0,0,1.0,0
1774686030.0757177,recommendservice,77.49961445171552,0.001,0.1960536448631852,0.40394933052623017,45.63797256718378,0.0,0,1.0,0
1774686030.075719,paymentservice,81.91390843346134,0.001,0.2140328740180546,0.41661072917948855,47.44728175003256,0.0,0,1.0,0
1774686030.0757208,shippingservice,130.9289606312571,0.031,0.3449285387631035,0.45690309899368486,50.29677583128533,1.0,0,1.0,0
1774686030.0757225,emailservice,79.78491204435386,0.001,0.2154577391137297,0.3860975463647441,47.44847815599737,0.0,0,1.0,0
1774686035.1224828,frontend,127.44514555641206,0.031,0.34323753004296165,0.4326811910592751,54.371629982003185,1.0,0,1.0,0
1774686035.1224864,cartservice,134.3728892618427,0.031,0.3488841048989078,0.4427675573999246,47.33193943615383,1.0,0,1.0,0
1774686035.1224887,productcatalog,126.86631004748516,0.031,0.3427070235935335,0.4507646814542821,50.478042516433376,1.0,0,1.0,0
1774686035.1224906,currencyservice,128.08503121328658,0.031,0.3647459610628828,0.46239296363580223,49.10067124396349,1.0,0,1.0,0
1774686035.122492,checkoutservice,129.36048143375788,0.031,0.36978928313411885,0.44396796406022165,48.01479480964236,1.0,0,1.0,0
1774686035.122494,adservice,131.88390674460757,0.031,0.3517385253052187,0.4657327508638217,47.55839911615138,1.0,0,1.0,0
